model,fpr,tpr
LR (claim amount only),0.6029743975903614,0.6395348837209303
LR (claim amount only),0.6065512048192772,0.6395348837209303
LR (claim amount only),0.6065512048192772,0.6409883720930233
LR (claim amount only),0.6082454819277109,0.6409883720930233
LR (claim amount only),0.6082454819277109,0.6438953488372093
LR (claim amount only),0.6106927710843374,0.6438953488372093
LR (claim amount only),0.6106927710843374,0.6453488372093024
LR (claim amount only),0.6116340361445783,0.6453488372093024
LR (claim amount only),0.6116340361445783,0.6468023255813954
LR (claim amount only),0.6140813253012049,0.6468023255813954
LR (claim amount only),0.6140813253012049,0.6482558139534884
LR (claim amount only),0.6161521084337349,0.6482558139534884
LR (claim amount only),0.6161521084337349,0.6497093023255814
LR (claim amount only),0.6165286144578314,0.6497093023255814
LR (claim amount only),0.6165286144578314,0.6511627906976745
LR (claim amount only),0.6167168674698795,0.6511627906976745
LR (claim amount only),0.6167168674698795,0.6526162790697675
LR (claim amount only),0.6170933734939759,0.6526162790697675
LR (claim amount only),0.6170933734939759,0.6540697674418605
LR (claim amount only),0.6172816265060241,0.6540697674418605
LR (claim amount only),0.6172816265060241,0.6569767441860465
LR (claim amount only),0.6185993975903614,0.6569767441860465
LR (claim amount only),0.6185993975903614,0.6584302325581395
LR (claim amount only),0.6212349397590361,0.6584302325581395
LR (claim amount only),0.6212349397590361,0.6598837209302325
LR (claim amount only),0.6214231927710844,0.6598837209302325
LR (claim amount only),0.6214231927710844,0.6627906976744186
LR (claim amount only),0.6221762048192772,0.6627906976744186
LR (claim amount only),0.6221762048192772,0.6642441860465116
LR (claim amount only),0.6225527108433735,0.6642441860465116
LR (claim amount only),0.6225527108433735,0.6656976744186046
LR (claim amount only),0.6242469879518072,0.6656976744186046
LR (claim amount only),0.6242469879518072,0.6671511627906976
LR (claim amount only),0.625,0.6671511627906976
LR (claim amount only),0.625,0.6686046511627907
LR (claim amount only),0.6251882530120482,0.6686046511627907
LR (claim amount only),0.6251882530120482,0.6700581395348837
LR (claim amount only),0.6253765060240963,0.6700581395348837
LR (claim amount only),0.6253765060240963,0.6715116279069767
LR (claim amount only),0.625941265060241,0.6715116279069767
LR (claim amount only),0.6263177710843374,0.6715116279069767
LR (claim amount only),0.6282003012048193,0.6715116279069767
LR (claim amount only),0.6282003012048193,0.6729651162790697
LR (claim amount only),0.6291415662650602,0.6729651162790697
LR (claim amount only),0.6291415662650602,0.6744186046511628
LR (claim amount only),0.6295180722891566,0.6744186046511628
LR (claim amount only),0.6295180722891566,0.6773255813953488
LR (claim amount only),0.6338478915662651,0.6773255813953488
LR (claim amount only),0.6338478915662651,0.6787790697674418
LR (claim amount only),0.6349774096385542,0.6787790697674418
LR (claim amount only),0.6349774096385542,0.6802325581395349
LR (claim amount only),0.6362951807228916,0.6802325581395349
LR (claim amount only),0.6362951807228916,0.6831395348837209
LR (claim amount only),0.6370481927710844,0.6831395348837209
LR (claim amount only),0.6370481927710844,0.684593023255814
LR (claim amount only),0.6374246987951807,0.684593023255814
LR (claim amount only),0.6374246987951807,0.686046511627907
LR (claim amount only),0.6393072289156626,0.686046511627907
LR (claim amount only),0.6393072289156626,0.6875
LR (claim amount only),0.6432605421686747,0.6875
LR (claim amount only),0.6432605421686747,0.688953488372093
LR (claim amount only),0.6436370481927711,0.688953488372093
LR (claim amount only),0.6436370481927711,0.690406976744186
LR (claim amount only),0.6485316265060241,0.690406976744186
LR (claim amount only),0.6485316265060241,0.6918604651162791
LR (claim amount only),0.6487198795180723,0.6918604651162791
LR (claim amount only),0.6487198795180723,0.6933139534883721
LR (claim amount only),0.6541792168674698,0.6933139534883721
LR (claim amount only),0.6541792168674698,0.6947674418604651
LR (claim amount only),0.6551204819277109,0.6947674418604651
LR (claim amount only),0.6551204819277109,0.6962209302325582
LR (claim amount only),0.6598268072289156,0.6962209302325582
LR (claim amount only),0.6598268072289156,0.6976744186046512
LR (claim amount only),0.661144578313253,0.6976744186046512
LR (claim amount only),0.661144578313253,0.6991279069767442
LR (claim amount only),0.6626506024096386,0.6991279069767442
LR (claim amount only),0.6626506024096386,0.7005813953488372
LR (claim amount only),0.6632153614457831,0.7005813953488372
LR (claim amount only),0.6632153614457831,0.7020348837209303
LR (claim amount only),0.6641566265060241,0.7020348837209303
LR (claim amount only),0.6641566265060241,0.7034883720930233
LR (claim amount only),0.6650978915662651,0.7034883720930233
LR (claim amount only),0.6650978915662651,0.7049418604651163
LR (claim amount only),0.6694277108433735,0.7049418604651163
LR (claim amount only),0.6694277108433735,0.7063953488372093
LR (claim amount only),0.6699924698795181,0.7063953488372093
LR (claim amount only),0.6703689759036144,0.7063953488372093
LR (claim amount only),0.6705572289156626,0.7063953488372093
LR (claim amount only),0.6705572289156626,0.7078488372093024
LR (claim amount only),0.672816265060241,0.7078488372093024
LR (claim amount only),0.672816265060241,0.7093023255813954
LR (claim amount only),0.6748870481927711,0.7093023255813954
LR (claim amount only),0.6748870481927711,0.7107558139534884
LR (claim amount only),0.6762048192771084,0.7107558139534884
LR (claim amount only),0.6762048192771084,0.7122093023255814
LR (claim amount only),0.6775225903614458,0.7122093023255814
LR (claim amount only),0.6775225903614458,0.7136627906976745
LR (claim amount only),0.6797816265060241,0.7136627906976745
LR (claim amount only),0.6797816265060241,0.7151162790697675
LR (claim amount only),0.6831701807228916,0.7151162790697675
LR (claim amount only),0.6831701807228916,0.7165697674418605
LR (claim amount only),0.6863704819277109,0.7165697674418605
LR (claim amount only),0.6863704819277109,0.7180232558139535
LR (claim amount only),0.6880647590361446,0.7180232558139535
LR (claim amount only),0.6880647590361446,0.7194767441860465
LR (claim amount only),0.6940888554216867,0.7194767441860465
LR (claim amount only),0.6940888554216867,0.7209302325581395
LR (claim amount only),0.6946536144578314,0.7209302325581395
LR (claim amount only),0.6946536144578314,0.7223837209302325
LR (claim amount only),0.6959713855421686,0.7223837209302325
LR (claim amount only),0.6959713855421686,0.7238372093023255
LR (claim amount only),0.6974774096385542,0.7238372093023255
LR (claim amount only),0.6974774096385542,0.7252906976744186
LR (claim amount only),0.6987951807228916,0.7252906976744186
LR (claim amount only),0.6987951807228916,0.7281976744186046
LR (claim amount only),0.6993599397590361,0.7281976744186046
LR (claim amount only),0.6993599397590361,0.7296511627906976
LR (claim amount only),0.7027484939759037,0.7296511627906976
LR (claim amount only),0.7027484939759037,0.7311046511627907
LR (claim amount only),0.7082078313253012,0.7311046511627907
LR (claim amount only),0.7082078313253012,0.7325581395348837
LR (claim amount only),0.7108433734939759,0.7325581395348837
LR (claim amount only),0.7108433734939759,0.7340116279069767
LR (claim amount only),0.7119728915662651,0.7340116279069767
LR (claim amount only),0.7119728915662651,0.7354651162790697
LR (claim amount only),0.7170557228915663,0.7354651162790697
LR (claim amount only),0.7170557228915663,0.7369186046511628
LR (claim amount only),0.7174322289156626,0.7369186046511628
LR (claim amount only),0.7174322289156626,0.7383720930232558
LR (claim amount only),0.7183734939759037,0.7383720930232558
LR (claim amount only),0.7183734939759037,0.7412790697674418
LR (claim amount only),0.7191265060240963,0.7412790697674418
LR (claim amount only),0.7191265060240963,0.7427325581395349
LR (claim amount only),0.7211972891566265,0.7427325581395349
LR (claim amount only),0.7211972891566265,0.7441860465116279
LR (claim amount only),0.7217620481927711,0.7441860465116279
LR (claim amount only),0.7217620481927711,0.7456395348837209
LR (claim amount only),0.7230798192771084,0.7456395348837209
LR (claim amount only),0.7230798192771084,0.747093023255814
LR (claim amount only),0.7253388554216867,0.747093023255814
LR (claim amount only),0.7253388554216867,0.748546511627907
LR (claim amount only),0.7264683734939759,0.748546511627907
LR (claim amount only),0.7264683734939759,0.75
LR (claim amount only),0.7275978915662651,0.75
LR (claim amount only),0.7275978915662651,0.751453488372093
LR (claim amount only),0.7302334337349398,0.751453488372093
LR (claim amount only),0.7302334337349398,0.752906976744186
LR (claim amount only),0.7323042168674698,0.752906976744186
LR (claim amount only),0.7323042168674698,0.7543604651162791
LR (claim amount only),0.734375,0.7543604651162791
LR (claim amount only),0.734375,0.7572674418604651
LR (claim amount only),0.7349397590361446,0.7572674418604651
LR (claim amount only),0.7349397590361446,0.7587209302325582
LR (claim amount only),0.7355045180722891,0.7587209302325582
LR (claim amount only),0.7355045180722891,0.7601744186046512
LR (claim amount only),0.7381400602409639,0.7601744186046512
LR (claim amount only),0.7381400602409639,0.7616279069767442
LR (claim amount only),0.7388930722891566,0.7616279069767442
LR (claim amount only),0.7388930722891566,0.7630813953488372
LR (claim amount only),0.7449171686746988,0.7630813953488372
LR (claim amount only),0.7449171686746988,0.7645348837209303
LR (claim amount only),0.7462349397590361,0.7645348837209303
LR (claim amount only),0.7462349397590361,0.7659883720930233
LR (claim amount only),0.7498117469879518,0.7659883720930233
LR (claim amount only),0.7498117469879518,0.7674418604651163
LR (claim amount only),0.75,0.7674418604651163
LR (claim amount only),0.75,0.7688953488372093
LR (claim amount only),0.7503765060240963,0.7688953488372093
LR (claim amount only),0.7503765060240963,0.7703488372093024
LR (claim amount only),0.7505647590361446,0.7703488372093024
LR (claim amount only),0.7505647590361446,0.7718023255813954
LR (claim amount only),0.7513177710843374,0.7718023255813954
LR (claim amount only),0.7513177710843374,0.7732558139534884
LR (claim amount only),0.7539533132530121,0.7732558139534884
LR (claim amount only),0.7539533132530121,0.7747093023255814
LR (claim amount only),0.7547063253012049,0.7747093023255814
LR (claim amount only),0.7547063253012049,0.7761627906976745
LR (claim amount only),0.7550828313253012,0.7761627906976745
LR (claim amount only),0.7582831325301205,0.7761627906976745
LR (claim amount only),0.7582831325301205,0.7776162790697675
LR (claim amount only),0.7584713855421686,0.7776162790697675
LR (claim amount only),0.7584713855421686,0.7805232558139535
LR (claim amount only),0.7605421686746988,0.7805232558139535
LR (claim amount only),0.7605421686746988,0.7819767441860465
LR (claim amount only),0.7618599397590361,0.7819767441860465
LR (claim amount only),0.7622364457831325,0.7819767441860465
LR (claim amount only),0.7648719879518072,0.7819767441860465
LR (claim amount only),0.7648719879518072,0.7834302325581395
LR (claim amount only),0.7748493975903614,0.7834302325581395
LR (claim amount only),0.7748493975903614,0.7848837209302325
LR (claim amount only),0.776355421686747,0.7848837209302325
LR (claim amount only),0.776355421686747,0.7863372093023255
LR (claim amount only),0.7780496987951807,0.7863372093023255
LR (claim amount only),0.7780496987951807,0.7877906976744186
LR (claim amount only),0.7789909638554217,0.7877906976744186
LR (claim amount only),0.7789909638554217,0.7892441860465116
LR (claim amount only),0.7808734939759037,0.7892441860465116
LR (claim amount only),0.7808734939759037,0.7906976744186046
LR (claim amount only),0.7818147590361446,0.7906976744186046
LR (claim amount only),0.7818147590361446,0.7921511627906976
LR (claim amount only),0.7823795180722891,0.7921511627906976
LR (claim amount only),0.7823795180722891,0.7936046511627907
LR (claim amount only),0.7831325301204819,0.7936046511627907
LR (claim amount only),0.7831325301204819,0.7950581395348837
LR (claim amount only),0.7838855421686747,0.7950581395348837
LR (claim amount only),0.7838855421686747,0.7965116279069767
LR (claim amount only),0.7872740963855421,0.7965116279069767
LR (claim amount only),0.7872740963855421,0.7979651162790697
LR (claim amount only),0.7921686746987951,0.7979651162790697
LR (claim amount only),0.7921686746987951,0.7994186046511628
LR (claim amount only),0.7944277108433735,0.7994186046511628
LR (claim amount only),0.7944277108433735,0.8008720930232558
LR (claim amount only),0.7964984939759037,0.8008720930232558
LR (claim amount only),0.7964984939759037,0.8023255813953488
LR (claim amount only),0.7987575301204819,0.8023255813953488
LR (claim amount only),0.7987575301204819,0.8037790697674418
LR (claim amount only),0.7993222891566265,0.8037790697674418
LR (claim amount only),0.7993222891566265,0.8052325581395349
LR (claim amount only),0.8032756024096386,0.8052325581395349
LR (claim amount only),0.8032756024096386,0.8066860465116279
LR (claim amount only),0.8049698795180723,0.8066860465116279
LR (claim amount only),0.8049698795180723,0.8081395348837209
LR (claim amount only),0.8055346385542169,0.8081395348837209
LR (claim amount only),0.8055346385542169,0.809593023255814
LR (claim amount only),0.8068524096385542,0.809593023255814
LR (claim amount only),0.8068524096385542,0.811046511627907
LR (claim amount only),0.8091114457831325,0.811046511627907
LR (claim amount only),0.8091114457831325,0.8125
LR (claim amount only),0.8096762048192772,0.8125
LR (claim amount only),0.8096762048192772,0.813953488372093
LR (claim amount only),0.8109939759036144,0.813953488372093
LR (claim amount only),0.8109939759036144,0.815406976744186
LR (claim amount only),0.8117469879518072,0.815406976744186
LR (claim amount only),0.8117469879518072,0.8183139534883721
LR (claim amount only),0.8130647590361446,0.8183139534883721
LR (claim amount only),0.8130647590361446,0.8197674418604651
LR (claim amount only),0.8132530120481928,0.8197674418604651
LR (claim amount only),0.8136295180722891,0.8197674418604651
LR (claim amount only),0.8136295180722891,0.8212209302325582
LR (claim amount only),0.8141942771084337,0.8212209302325582
LR (claim amount only),0.8141942771084337,0.8226744186046512
LR (claim amount only),0.8143825301204819,0.8226744186046512
LR (claim amount only),0.8143825301204819,0.8241279069767442
LR (claim amount only),0.8145707831325302,0.8241279069767442
LR (claim amount only),0.8147590361445783,0.8255813953488372
LR (claim amount only),0.8147590361445783,0.8270348837209303
LR (claim amount only),0.8194653614457831,0.8270348837209303
LR (claim amount only),0.8194653614457831,0.8284883720930233
LR (claim amount only),0.8204066265060241,0.8284883720930233
LR (claim amount only),0.8204066265060241,0.8299418604651163
LR (claim amount only),0.8215361445783133,0.8299418604651163
LR (claim amount only),0.8215361445783133,0.8313953488372093
LR (claim amount only),0.8237951807228916,0.8313953488372093
LR (claim amount only),0.8237951807228916,0.8328488372093024
LR (claim amount only),0.8275602409638554,0.8328488372093024
LR (claim amount only),0.8275602409638554,0.8343023255813954
LR (claim amount only),0.8292545180722891,0.8343023255813954
LR (claim amount only),0.8292545180722891,0.8357558139534884
LR (claim amount only),0.8305722891566265,0.8357558139534884
LR (claim amount only),0.8305722891566265,0.8372093023255814
LR (claim amount only),0.8322665662650602,0.8372093023255814
LR (claim amount only),0.8322665662650602,0.8386627906976745
LR (claim amount only),0.8328313253012049,0.8386627906976745
LR (claim amount only),0.8328313253012049,0.8401162790697675
LR (claim amount only),0.8350903614457831,0.8401162790697675
LR (claim amount only),0.8350903614457831,0.8415697674418605
LR (claim amount only),0.8358433734939759,0.8415697674418605
LR (claim amount only),0.8358433734939759,0.8430232558139535
LR (claim amount only),0.8365963855421686,0.8430232558139535
LR (claim amount only),0.8365963855421686,0.8444767441860465
LR (claim amount only),0.8377259036144579,0.8444767441860465
LR (claim amount only),0.8377259036144579,0.8459302325581395
LR (claim amount only),0.8426204819277109,0.8459302325581395
LR (claim amount only),0.8426204819277109,0.8473837209302325
LR (claim amount only),0.8429969879518072,0.8473837209302325
LR (claim amount only),0.8429969879518072,0.8488372093023255
LR (claim amount only),0.844691265060241,0.8488372093023255
LR (claim amount only),0.844691265060241,0.8502906976744186
LR (claim amount only),0.8448795180722891,0.8502906976744186
LR (claim amount only),0.8448795180722891,0.8517441860465116
LR (claim amount only),0.8458207831325302,0.8517441860465116
LR (claim amount only),0.8458207831325302,0.8531976744186046
LR (claim amount only),0.8484563253012049,0.8531976744186046
LR (claim amount only),0.8484563253012049,0.8546511627906976
LR (claim amount only),0.8525978915662651,0.8546511627906976
LR (claim amount only),0.8525978915662651,0.8561046511627907
LR (claim amount only),0.8527861445783133,0.8561046511627907
LR (claim amount only),0.8527861445783133,0.8575581395348837
LR (claim amount only),0.8552334337349398,0.8575581395348837
LR (claim amount only),0.8552334337349398,0.8590116279069767
LR (claim amount only),0.8559864457831325,0.8590116279069767
LR (claim amount only),0.8559864457831325,0.8604651162790697
LR (claim amount only),0.8571159638554217,0.8604651162790697
LR (claim amount only),0.8571159638554217,0.8619186046511628
LR (claim amount only),0.8573042168674698,0.8619186046511628
LR (claim amount only),0.8573042168674698,0.8633720930232558
LR (claim amount only),0.8591867469879518,0.8633720930232558
LR (claim amount only),0.8591867469879518,0.8648255813953488
LR (claim amount only),0.8620105421686747,0.8648255813953488
LR (claim amount only),0.8620105421686747,0.8662790697674418
LR (claim amount only),0.8625753012048193,0.8662790697674418
LR (claim amount only),0.8625753012048193,0.8677325581395349
LR (claim amount only),0.8629518072289156,0.8677325581395349
LR (claim amount only),0.8629518072289156,0.8691860465116279
LR (claim amount only),0.8633283132530121,0.8691860465116279
LR (claim amount only),0.8633283132530121,0.8706395348837209
LR (claim amount only),0.8646460843373494,0.8706395348837209
LR (claim amount only),0.8646460843373494,0.872093023255814
LR (claim amount only),0.865210843373494,0.872093023255814
LR (claim amount only),0.865210843373494,0.873546511627907
LR (claim amount only),0.8678463855421686,0.873546511627907
LR (claim amount only),0.8678463855421686,0.875
LR (claim amount only),0.8682228915662651,0.875
LR (claim amount only),0.8682228915662651,0.876453488372093
LR (claim amount only),0.8719879518072289,0.876453488372093
LR (claim amount only),0.8719879518072289,0.877906976744186
LR (claim amount only),0.8744352409638554,0.877906976744186
LR (claim amount only),0.8744352409638554,0.8793604651162791
LR (claim amount only),0.8746234939759037,0.8793604651162791
LR (claim amount only),0.8746234939759037,0.8808139534883721
LR (claim amount only),0.8840361445783133,0.8808139534883721
LR (claim amount only),0.8840361445783133,0.8822674418604651
LR (claim amount only),0.8855421686746988,0.8822674418604651
LR (claim amount only),0.8855421686746988,0.8837209302325582
LR (claim amount only),0.885730421686747,0.8837209302325582
LR (claim amount only),0.885730421686747,0.8851744186046512
LR (claim amount only),0.8861069277108434,0.8851744186046512
LR (claim amount only),0.8861069277108434,0.8866279069767442
LR (claim amount only),0.8866716867469879,0.8866279069767442
LR (claim amount only),0.8866716867469879,0.8880813953488372
LR (claim amount only),0.8872364457831325,0.8880813953488372
LR (claim amount only),0.8872364457831325,0.8895348837209303
LR (claim amount only),0.8878012048192772,0.8895348837209303
LR (claim amount only),0.8878012048192772,0.8909883720930233
LR (claim amount only),0.8911897590361446,0.8909883720930233
LR (claim amount only),0.8911897590361446,0.8924418604651163
LR (claim amount only),0.8947665662650602,0.8924418604651163
LR (claim amount only),0.8947665662650602,0.8938953488372093
LR (claim amount only),0.8958960843373494,0.8938953488372093
LR (claim amount only),0.8958960843373494,0.8953488372093024
LR (claim amount only),0.8977786144578314,0.8953488372093024
LR (claim amount only),0.8977786144578314,0.8968023255813954
LR (claim amount only),0.8981551204819277,0.8968023255813954
LR (claim amount only),0.8998493975903614,0.8968023255813954
LR (claim amount only),0.8998493975903614,0.8982558139534884
LR (claim amount only),0.9007906626506024,0.8982558139534884
LR (claim amount only),0.9007906626506024,0.8997093023255814
LR (claim amount only),0.9019201807228916,0.8997093023255814
LR (claim amount only),0.9019201807228916,0.9011627906976745
LR (claim amount only),0.9021084337349398,0.9011627906976745
LR (claim amount only),0.9021084337349398,0.9026162790697675
LR (claim amount only),0.9045557228915663,0.9026162790697675
LR (claim amount only),0.9045557228915663,0.9040697674418605
LR (claim amount only),0.9058734939759037,0.9040697674418605
LR (claim amount only),0.9058734939759037,0.9055232558139535
LR (claim amount only),0.9068147590361446,0.9055232558139535
LR (claim amount only),0.9070030120481928,0.9069767441860465
LR (claim amount only),0.9075677710843374,0.9069767441860465
LR (claim amount only),0.9075677710843374,0.9098837209302325
LR (claim amount only),0.9083207831325302,0.9098837209302325
LR (claim amount only),0.9083207831325302,0.9113372093023255
LR (claim amount only),0.9092620481927711,0.9113372093023255
LR (claim amount only),0.9092620481927711,0.9127906976744186
LR (claim amount only),0.9143448795180723,0.9127906976744186
LR (claim amount only),0.9143448795180723,0.9142441860465116
LR (claim amount only),0.9147213855421686,0.9142441860465116
LR (claim amount only),0.9147213855421686,0.9156976744186046
LR (claim amount only),0.9149096385542169,0.9156976744186046
LR (claim amount only),0.9149096385542169,0.9171511627906976
LR (claim amount only),0.9156626506024096,0.9171511627906976
LR (claim amount only),0.9156626506024096,0.9186046511627907
LR (claim amount only),0.916039156626506,0.9186046511627907
LR (claim amount only),0.916039156626506,0.9200581395348837
LR (claim amount only),0.9166039156626506,0.9200581395348837
LR (claim amount only),0.9166039156626506,0.9215116279069767
LR (claim amount only),0.9175451807228916,0.9215116279069767
LR (claim amount only),0.9175451807228916,0.9229651162790697
LR (claim amount only),0.9186746987951807,0.9229651162790697
LR (claim amount only),0.9186746987951807,0.9244186046511628
LR (claim amount only),0.9213102409638554,0.9244186046511628
LR (claim amount only),0.9213102409638554,0.9258720930232558
LR (claim amount only),0.9214984939759037,0.9258720930232558
LR (claim amount only),0.9214984939759037,0.9273255813953488
LR (claim amount only),0.9231927710843374,0.9273255813953488
LR (claim amount only),0.9231927710843374,0.9302325581395349
LR (claim amount only),0.9233810240963856,0.9302325581395349
LR (claim amount only),0.9233810240963856,0.9316860465116279
LR (claim amount only),0.9237575301204819,0.9316860465116279
LR (claim amount only),0.9237575301204819,0.9331395348837209
LR (claim amount only),0.9245105421686747,0.9331395348837209
LR (claim amount only),0.9245105421686747,0.934593023255814
LR (claim amount only),0.9295933734939759,0.934593023255814
LR (claim amount only),0.9295933734939759,0.936046511627907
LR (claim amount only),0.9299698795180723,0.936046511627907
LR (claim amount only),0.9299698795180723,0.9375
LR (claim amount only),0.9310993975903614,0.9375
LR (claim amount only),0.9310993975903614,0.940406976744186
LR (claim amount only),0.9350527108433735,0.940406976744186
LR (claim amount only),0.9350527108433735,0.9418604651162791
LR (claim amount only),0.9356174698795181,0.9418604651162791
LR (claim amount only),0.9356174698795181,0.9433139534883721
LR (claim amount only),0.9376882530120482,0.9433139534883721
LR (claim amount only),0.9376882530120482,0.9447674418604651
LR (claim amount only),0.9393825301204819,0.9447674418604651
LR (claim amount only),0.9393825301204819,0.9462209302325582
LR (claim amount only),0.9399472891566265,0.9462209302325582
LR (claim amount only),0.9399472891566265,0.9476744186046512
LR (claim amount only),0.9405120481927711,0.9476744186046512
LR (claim amount only),0.9405120481927711,0.9491279069767442
LR (claim amount only),0.9427710843373494,0.9491279069767442
LR (claim amount only),0.9427710843373494,0.9505813953488372
LR (claim amount only),0.9450301204819277,0.9505813953488372
LR (claim amount only),0.9450301204819277,0.9520348837209303
LR (claim amount only),0.9499246987951807,0.9520348837209303
LR (claim amount only),0.9499246987951807,0.9534883720930233
LR (claim amount only),0.9506777108433735,0.9534883720930233
LR (claim amount only),0.9506777108433735,0.9549418604651163
LR (claim amount only),0.9508659638554217,0.9549418604651163
LR (claim amount only),0.9508659638554217,0.9563953488372093
LR (claim amount only),0.9523719879518072,0.9563953488372093
LR (claim amount only),0.9523719879518072,0.9578488372093024
LR (claim amount only),0.9585843373493976,0.9578488372093024
LR (claim amount only),0.9585843373493976,0.9593023255813954
LR (claim amount only),0.9610316265060241,0.9593023255813954
LR (claim amount only),0.9610316265060241,0.9607558139534884
LR (claim amount only),0.9625376506024096,0.9607558139534884
LR (claim amount only),0.9625376506024096,0.9622093023255814
LR (claim amount only),0.9661144578313253,0.9622093023255814
LR (claim amount only),0.9661144578313253,0.9651162790697675
LR (claim amount only),0.967808734939759,0.9651162790697675
LR (claim amount only),0.967808734939759,0.9665697674418605
LR (claim amount only),0.9693147590361446,0.9665697674418605
LR (claim amount only),0.9693147590361446,0.9709302325581395
LR (claim amount only),0.9704442771084337,0.9709302325581395
LR (claim amount only),0.9704442771084337,0.9723837209302325
LR (claim amount only),0.9719503012048193,0.9723837209302325
LR (claim amount only),0.9719503012048193,0.9738372093023255
LR (claim amount only),0.9721385542168675,0.9738372093023255
LR (claim amount only),0.9721385542168675,0.9752906976744186
LR (claim amount only),0.9734563253012049,0.9752906976744186
LR (claim amount only),0.9734563253012049,0.9767441860465116
LR (claim amount only),0.9755271084337349,0.9767441860465116
LR (claim amount only),0.9755271084337349,0.9781976744186046
LR (claim amount only),0.9777861445783133,0.9781976744186046
LR (claim amount only),0.9777861445783133,0.9796511627906976
LR (claim amount only),0.9792921686746988,0.9796511627906976
LR (claim amount only),0.9792921686746988,0.9811046511627907
LR (claim amount only),0.9824924698795181,0.9811046511627907
LR (claim amount only),0.9824924698795181,0.9825581395348837
LR (claim amount only),0.983433734939759,0.9825581395348837
LR (claim amount only),0.983433734939759,0.9840116279069767
LR (claim amount only),0.9845632530120482,0.9840116279069767
LR (claim amount only),0.9845632530120482,0.9854651162790697
LR (claim amount only),0.9877635542168675,0.9854651162790697
LR (claim amount only),0.9877635542168675,0.9869186046511628
LR (claim amount only),0.990210843373494,0.9869186046511628
LR (claim amount only),0.990210843373494,0.9883720930232558
LR (claim amount only),0.9907756024096386,0.9883720930232558
LR (claim amount only),0.9907756024096386,0.9898255813953488
LR (claim amount only),0.9909638554216867,0.9898255813953488
LR (claim amount only),0.9909638554216867,0.9912790697674418
LR (claim amount only),0.9928463855421686,0.9912790697674418
LR (claim amount only),0.9928463855421686,0.9927325581395349
LR (claim amount only),0.9937876506024096,0.9927325581395349
LR (claim amount only),0.9937876506024096,0.9941860465116279
LR (claim amount only),0.9984939759036144,0.9941860465116279
LR (claim amount only),0.9984939759036144,0.9956395348837209
LR (claim amount only),0.9988704819277109,0.9956395348837209
LR (claim amount only),0.9988704819277109,0.997093023255814
LR (claim amount only),0.9992469879518072,0.997093023255814
LR (claim amount only),0.9992469879518072,0.998546511627907
LR (claim amount only),0.9998117469879518,0.998546511627907
LR (claim amount only),0.9998117469879518,1.0
LR (claim amount only),1.0,1.0
LR (multivariate),0.0,0.0
LR (multivariate),0.0,0.0014534883720930232
LR (multivariate),0.0013177710843373493,0.0014534883720930232
LR (multivariate),0.0013177710843373493,0.00436046511627907
LR (multivariate),0.0020707831325301206,0.00436046511627907
LR (multivariate),0.0020707831325301206,0.005813953488372093
LR (multivariate),0.003200301204819277,0.005813953488372093
LR (multivariate),0.003200301204819277,0.007267441860465116
LR (multivariate),0.003953313253012048,0.007267441860465116
LR (multivariate),0.003953313253012048,0.00872093023255814
LR (multivariate),0.004329819277108434,0.00872093023255814
LR (multivariate),0.004329819277108434,0.014534883720930232
LR (multivariate),0.004518072289156626,0.014534883720930232
LR (multivariate),0.004518072289156626,0.01744186046511628
LR (multivariate),0.00470632530120482,0.01744186046511628
LR (multivariate),0.00470632530120482,0.0188953488372093
LR (multivariate),0.005082831325301205,0.0188953488372093
LR (multivariate),0.005082831325301205,0.023255813953488372
LR (multivariate),0.005271084337349397,0.023255813953488372
LR (multivariate),0.005271084337349397,0.024709302325581394
LR (multivariate),0.005459337349397591,0.024709302325581394
LR (multivariate),0.005459337349397591,0.02616279069767442
LR (multivariate),0.005647590361445783,0.02616279069767442
LR (multivariate),0.005647590361445783,0.027616279069767442
LR (multivariate),0.005835843373493976,0.027616279069767442
LR (multivariate),0.005835843373493976,0.029069767441860465
LR (multivariate),0.006588855421686747,0.029069767441860465
LR (multivariate),0.006588855421686747,0.030523255813953487
LR (multivariate),0.006965361445783132,0.030523255813953487
LR (multivariate),0.006965361445783132,0.03197674418604651
LR (multivariate),0.007341867469879518,0.03197674418604651
LR (multivariate),0.007341867469879518,0.03488372093023256
LR (multivariate),0.00809487951807229,0.03488372093023256
LR (multivariate),0.00809487951807229,0.036337209302325583
LR (multivariate),0.008471385542168674,0.036337209302325583
LR (multivariate),0.008471385542168674,0.0377906976744186
LR (multivariate),0.008659638554216868,0.0377906976744186
LR (multivariate),0.008659638554216868,0.03924418604651163
LR (multivariate),0.008847891566265061,0.03924418604651163
LR (multivariate),0.008847891566265061,0.040697674418604654
LR (multivariate),0.009036144578313253,0.040697674418604654
LR (multivariate),0.009036144578313253,0.0436046511627907
LR (multivariate),0.009789156626506024,0.0436046511627907
LR (multivariate),0.009789156626506024,0.04796511627906977
LR (multivariate),0.009977409638554216,0.04796511627906977
LR (multivariate),0.009977409638554216,0.04941860465116279
LR (multivariate),0.010353915662650603,0.04941860465116279
LR (multivariate),0.010353915662650603,0.05232558139534884
LR (multivariate),0.010918674698795181,0.05232558139534884
LR (multivariate),0.010918674698795181,0.05377906976744186
LR (multivariate),0.011295180722891566,0.05377906976744186
